PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID
11,2025-10-01,10:06:33,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,93.56,-2.15,-11.09,,,,,74.34,74.34,-25.66,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,1127cf1a-14cc-4ddc-8cdc-eaabe92d2b1c,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:06:33,2025-10-01T10:06:33,2025-10-01T17:06:33Z,GroundBall,v3,,,,,,,,1ee15ad3-b947-444c-af01-b60b1363a26a
12,2025-10-01,10:07:15,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,86.69,-4.44,-52.03,,,,,88.24,88.24,-29.67,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,72a3acac-5f7e-41b0-a2e8-8759545bceef,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:07:15,2025-10-01T10:07:15,2025-10-01T17:07:15Z,GroundBall,v3,,,,,,,,5378b9db-9eee-4ee8-8b61-04906c58eb22
13,2025-10-01,10:07:58,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,91.24,-3.23,-51.56,,,,,42.67,42.67,-20.2,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,9317a891-6324-426d-99bd-3b6f91f6b7cc,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:07:58,2025-10-01T10:07:58,2025-10-01T17:07:58Z,GroundBall,v3,,,,,,,,8b41c48e-db9d-4d69-9360-e2034b2eb69f
14,2025-10-01,10:08:27,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,95.25,-9.7,-32.77,,,,,10.0,10.0,-13.89,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,2d691c12-c934-4e94-bf27-d33b15aa11e5,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:08:27,2025-10-01T10:08:27,2025-10-01T17:08:27Z,GroundBall,v3,,,,,,,,a7f1a583-3de0-4cde-8418-2cb8a33c61d5
15,2025-10-01,10:08:57,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,93.58,6.59,21.64,,,,,44.38,44.38,7.05,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,80dc0c4c-d38a-4e72-87a2-80209f1db4f4,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:08:57,2025-10-01T10:08:57,2025-10-01T17:08:57Z,GroundBall,v3,,,,,,,,2809003e-b2db-429e-bc02-f75bc6c5ec21
16,2025-10-01,10:09:26,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,91.98,-13.22,-6.33,,,,,74.52,74.52,-8.72,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,52d71323-6331-47b3-88c9-89dde805cdae,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:09:26,2025-10-01T10:09:26,2025-10-01T17:09:26Z,GroundBall,v3,,,,,,,,f43a0f3b-1513-4e13-b09e-c65e208f2843
17,2025-10-01,10:09:58,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,95.87,34.27,-22.0,4128.38,,,,419.47,419.47,-31.49,1.69,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,bd3c4669-bf88-4a1f-8bb0-b68b9b12bdb2,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:09:58,2025-10-01T10:09:58,2025-10-01T17:09:58Z,FlyBall,v3,,,,,,,,d216954c-3f9c-4ff0-b798-ab9513074c9a
18,2025-10-01,10:10:19,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,93.2,4.5,-39.8,,,,,73.11,73.11,-33.25,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,0f4545b3-7e8d-4d09-aa4b-c85bfe3ff336,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:10:19,2025-10-01T10:10:19,2025-10-01T17:10:19Z,GroundBall,v3,,,,,,,,6363dcdf-c04f-4ede-94b0-a828b81464e1
19,2025-10-01,10:10:55,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,98.58,-6.2,-29.43,,,,,61.24,61.24,-29.72,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,797eb359-bc4e-4a36-806d-61dd79d1d464,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:10:55,2025-10-01T10:10:55,2025-10-01T17:10:55Z,GroundBall,v3,,,,,,,,19dde704-8172-4a0c-bef3-347fe16217c3
20,2025-10-01,10:11:18,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,Popup,Undefined,,,,,,,,,,,,,,,,,,,,,,94.53,40.0,31.81,1664.69,,,,30.0,30.0,33.17,5.64,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,6d6d1061-2543-412b-a3ad-2e23581172b3,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:11:18,2025-10-01T10:11:18,2025-10-01T17:11:18Z,Popup,v3,,,,,,,,07b2a611-6396-4028-a807-c10546708411
21,2025-10-01,10:12:02,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,LineDrive,Undefined,,,,,,,,,,,,,,,,,,,,,,95.02,17.44,14.63,911.12,,,,159.99,159.99,17.71,0.97,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,221f439a-420b-45ac-98f7-f20105556248,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:12:02,2025-10-01T10:12:02,2025-10-01T17:12:02Z,LineDrive,v3,,,,,,,,a2a45011-4848-42ef-9862-0449138fc6c0
22,2025-10-01,10:12:30,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,Popup,Undefined,,,,,,,,,,,,,,,,,,,,,,95.78,80.0,-76.23,2155.91,,,,142.39,142.39,-60.0,2.37,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,b408885a-c35b-4ef0-98fa-80c3daef030b,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:12:30,2025-10-01T10:12:30,2025-10-01T17:12:30Z,Popup,v3,,,,,,,,2eb34f2a-e355-44af-ac73-525fb3dbcfb6
23,2025-10-01,10:13:15,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,Popup,Undefined,,,,,,,,,,,,,,,,,,,,,,94.62,58.98,-43.53,3127.74,,,,75.22,75.22,-22.9,3.99,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,999d551c-542c-4a1f-98fc-0945594ad0ff,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:13:15,2025-10-01T10:13:15,2025-10-01T17:13:15Z,Popup,v3,,,,,,,,5bdc2a96-aa2e-4763-9c60-5b517f67d748
24,2025-10-01,10:14:00,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,104.25,28.58,45.39,2384.04,,,,262.81,262.81,33.22,0.98,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,fd3a07c5-0e40-4240-8751-e5fecc4aa695,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:14:00,2025-10-01T10:14:00,2025-10-01T17:14:00Z,FlyBall,v3,,,,,,,,293f1848-f41f-4b9d-9ac3-3d9b52547868
25,2025-10-01,10:14:33,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,89.35,-9.85,62.03,,,,,79.67,79.67,38.96,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,4f4bd8a4-4c76-4424-aaf4-ce56153f7b8e,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:14:33,2025-10-01T10:14:33,2025-10-01T17:14:33Z,GroundBall,v3,,,,,,,,31e56b77-59ca-406b-9d7f-66f4b2e0186c
26,2025-10-01,10:15:18,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,93.06,-5.41,-56.2,,,,,81.15,81.15,-35.96,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,7938a49b-f45e-4b2a-b67d-bddedef440c0,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:15:18,2025-10-01T10:15:18,2025-10-01T17:15:18Z,GroundBall,v3,,,,,,,,2d49913a-ff95-4711-861a-614acc7dfcb6
27,2025-10-01,10:15:41,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,100.14,46.42,-39.54,2838.91,,,,263.93,263.93,-42.61,1.89,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,6dc9202d-8ece-4175-9582-88f1d68f3a52,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:15:41,2025-10-01T10:15:41,2025-10-01T17:15:41Z,FlyBall,v3,,,,,,,,406c7d05-506e-46f6-b49c-aa7d48558ee4
28,2025-10-01,10:16:03,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,87.56,-10.24,39.55,,,,,115.07,115.07,24.36,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,82dc8556-1e79-4669-a9d8-de880bbbe27f,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:16:03,2025-10-01T10:16:03,2025-10-01T17:16:03Z,GroundBall,v3,,,,,,,,d3670ae6-d86d-468c-aa71-347cb51d747e
29,2025-10-01,10:16:36,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,74.92,-12.28,-43.73,,,,,96.82,96.82,-44.5,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,dcddaf4d-ca9e-408d-b437-e6cee218755b,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:16:36,2025-10-01T10:16:36,2025-10-01T17:16:36Z,GroundBall,v3,,,,,,,,f15c0408-031b-4da0-b62f-37a05668f3f5
30,2025-10-01,10:17:18,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,83.96,29.2,-28.03,3730.68,,,,170.41,170.41,-33.96,1.6,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,6132a203-4b63-4489-b038-b5facf7b3bc4,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:17:18,2025-10-01T10:17:18,2025-10-01T17:17:18Z,FlyBall,v3,,,,,,,,15e96ce7-b1f0-413d-9480-9b222f285f4a
31,2025-10-01,10:18:02,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,Popup,Undefined,,,,,,,,,,,,,,,,,,,,,,90.79,56.14,20.45,3618.27,,,,51.52,51.52,11.02,2.57,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,4a231ec2-06b8-4f7c-8b2a-dd892ed72750,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:18:02,2025-10-01T10:18:02,2025-10-01T17:18:02Z,Popup,v3,,,,,,,,ebe8e005-3ba8-4443-a51c-e80cabf6827c
32,2025-10-01,10:18:23,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,83.64,-1.59,-73.07,,,,,76.83,76.83,-58.43,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,4a06c190-1fd5-4445-b582-e4a05470de56,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:18:23,2025-10-01T10:18:23,2025-10-01T17:18:23Z,GroundBall,v3,,,,,,,,7d8666c3-7ead-45dc-933e-b785790532fe
33,2025-10-01,10:18:48,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,86.75,-10.08,-56.86,,,,,43.98,43.98,-49.7,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,4fc99784-955b-40fb-b101-e9f195bb6b56,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:18:48,2025-10-01T10:18:48,2025-10-01T17:18:48Z,GroundBall,v3,,,,,,,,73832eab-28a9-4ea0-8a81-df41ca89fe35
34,2025-10-01,10:19:21,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,Popup,Undefined,,,,,,,,,,,,,,,,,,,,,,83.24,61.37,55.56,2684.92,,,,103.53,103.53,32.55,2.44,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,f98e8323-ffe1-4b99-a5a3-1ab884ee6172,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:19:21,2025-10-01T10:19:21,2025-10-01T17:19:21Z,Popup,v3,,,,,,,,fb84b478-de8d-484c-beec-537a8b0a588a
35,2025-10-01,10:20:00,,,,,,,"Garcia, Marco",3000001,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,88.78,31.22,-48.58,2365.6,,,,324.09,324.09,-40.85,2.23,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,63d079d1-3f52-410f-b546-3e42374c02fe,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:20:00,2025-10-01T10:20:00,2025-10-01T17:20:00Z,FlyBall,v3,,,,,,,,73e002ce-6b3c-47db-8736-a66742ff294a
36,2025-10-01,10:00:45,,,,,,,"Lee, Jason",3000002,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,LineDrive,Undefined,,,,,,,,,,,,,,,,,,,,,,86.22,17.86,-6.78,2573.93,,,,123.7,123.7,5.1,0.3,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,6bdbb2b9-9e57-44f5-9d57-e0b4e8155a3c,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:00:45,2025-10-01T10:00:45,2025-10-01T17:00:45Z,LineDrive,v3,,,,,,,,1aae923f-c885-4746-9067-235c55255864
37,2025-10-01,10:01:06,,,,,,,"Lee, Jason",3000002,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,77.63,3.44,-13.0,,,,,65.66,65.66,2.12,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,1ae734f6-a006-4cba-801e-a5b34c661688,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:01:06,2025-10-01T10:01:06,2025-10-01T17:01:06Z,GroundBall,v3,,,,,,,,5b75735d-d124-4d88-9bb2-2d2f89d68d61
38,2025-10-01,10:01:35,,,,,,,"Lee, Jason",3000002,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,93.23,-3.52,81.35,,,,,35.54,35.54,60.0,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,894b85c7-f9bf-43b8-9d1a-9cb730369b6a,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:01:35,2025-10-01T10:01:35,2025-10-01T17:01:35Z,GroundBall,v3,,,,,,,,86093788-a476-4e51-a2db-a8ceef0bb2ee
