PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID
701,2025-10-18,13:31:51,1,5,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Cole, Brendan",4000008,Right,OPP_VAL,Undefined,5,Top,0,2,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,1,0,,79.18,-1.38,-3.31,2395.22,60.96,8:01,5.64,2.48,6.25,-44.4,2.63,-15.23,3.03,0.18,70.16,-6.58,-0.13,0.47,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,fabb4162-fb4e-471a-a8cd-bf7337c8a167,77.57,,,9.02,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:31:51,2025-10-18T13:31:51,2025-10-18T20:31:51Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,e8eec0cd-e4ea-4644-a312-b82ad330f0a3
702,2025-10-18,13:32:25,2,1,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Webb, Isaiah",4000009,Right,OPP_VAL,Undefined,5,Top,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.6,-1.22,-5.34,2530.79,84.51,8:49,5.64,2.51,6.2,-48.3,0.33,-15.91,2.3,-0.13,70.87,-5.65,-2.13,0.38,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,9fcfedf5-0960-400e-b0be-9acb705def76,77.39,,,8.73,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:32:25,2025-10-18T13:32:25,2025-10-18T20:32:25Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,fdd456ad-14cc-4655-9454-32e2556b1cf8
703,2025-10-18,13:32:58,2,2,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Webb, Isaiah",4000009,Right,OPP_VAL,Undefined,5,Top,1,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.32,-2.52,-2.97,1507.27,244.37,2:08,5.57,2.53,6.33,-30.61,10.69,15.22,3.03,0.41,76.71,-4.63,-1.02,0.5,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,0f04c0fe-465e-45f9-9889-155040b1ac79,81.48,,,6.61,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:32:58,2025-10-18T13:32:58,2025-10-18T20:32:58Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,7c524ed2-afe0-4ac2-8d7c-5c888c69ef15
704,2025-10-18,13:33:21,2,3,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Webb, Isaiah",4000009,Right,OPP_VAL,Undefined,5,Top,1,1,1,Slider,Slider,FoulBallFieldable,Undefined,Undefined,Undefined,1,0,,78.89,0.05,-0.71,2533.52,77.04,8:34,5.53,2.45,6.27,-52.75,-3.8,-15.05,1.95,0.47,70.59,-4.48,0.22,0.38,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,e84fa070-eb30-4a6f-a129-d304262b3e77,77.4,,,8.3,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:33:21,2025-10-18T13:33:21,2025-10-18T20:33:21Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,e353742c-712a-4c83-887c-8e695f975609
705,2025-10-18,13:33:48,3,1,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Vasquez, Ricky",4000001,Right,OPP_VAL,Undefined,5,Top,2,0,0,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.28,-1.88,-3.27,2026.68,235.4,1:50,5.56,2.39,6.28,-24.77,7.91,17.95,3.67,0.27,79.98,-9.61,-1.86,0.41,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,e2f15a1f-46c3-49fe-af45-130432aa34ea,86.7,,,8.3,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:33:48,2025-10-18T13:33:48,2025-10-18T20:33:48Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,cc247d22-875a-42d7-9dbc-42398541219f
706,2025-10-18,13:34:13,3,2,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Vasquez, Ricky",4000001,Right,OPP_VAL,Undefined,5,Top,2,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.11,-1.22,-1.59,2482.42,73.01,8:26,5.42,2.52,6.28,-47.5,-4.08,-18.06,2.52,-0.74,70.94,-5.94,0.17,0.42,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,6c48956f-3b2a-4452-b0b8-8674b573186d,77.9,,,8.17,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:34:13,2025-10-18T13:34:13,2025-10-18T20:34:13Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,df86cb39-65f0-4994-9d21-fa51410a1c7f
707,2025-10-18,13:34:44,3,3,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Vasquez, Ricky",4000001,Right,OPP_VAL,Undefined,5,Top,2,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.99,-2.03,-1.24,2502.01,70.44,8:20,5.54,2.52,6.44,-47.21,3.55,-15.7,3.62,-0.18,69.38,-6.61,-1.47,0.44,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,a048df1d-765b-4243-af14-6c40956395e7,77.57,,,10.61,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:34:44,2025-10-18T13:34:44,2025-10-18T20:34:44Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,593dfcef-11f0-4234-a9b8-abf48be275f4
708,2025-10-18,13:35:09,3,4,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Vasquez, Ricky",4000001,Right,OPP_VAL,Undefined,5,Top,2,2,2,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.94,-1.03,-2.73,2219.28,229.54,1:39,5.48,2.48,6.42,-31.24,7.81,18.02,4.5,-0.06,79.39,-4.68,-0.52,0.5,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,1d14d569-db9e-406a-9f3e-219289e8dc87,87.52,,,9.55,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:35:09,2025-10-18T13:35:09,2025-10-18T20:35:09Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,7e5db3ad-cfad-4676-a1ef-733e4418d8ca
709,2025-10-18,13:35:39,3,5,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Vasquez, Ricky",4000001,Right,OPP_VAL,Undefined,5,Top,2,2,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.94,-3.28,-1.28,2065.12,221.37,1:22,5.5,2.5,6.42,-28.96,6.22,17.64,0.77,0.34,80.66,-7.0,3.0,0.49,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,62277ed7-800a-4cc1-b6df-590c636f1bdc,86.7,,,7.28,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:35:39,2025-10-18T13:35:39,2025-10-18T20:35:39Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,b779dd92-676d-4ddc-a221-68e919a7fb32
710,2025-10-18,13:35:57,3,6,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Vasquez, Ricky",4000001,Right,OPP_VAL,Undefined,5,Top,2,3,2,Sinker,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,89.33,-1.73,-2.72,2160.6,235.88,1:51,5.59,2.54,6.23,-31.83,8.47,18.45,0.65,-1.8,81.48,-5.88,-2.73,0.46,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,7b2cead8-60c3-4d80-9908-334938b8ddb2,87.76,,,7.85,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:35:57,2025-10-18T13:35:57,2025-10-18T20:35:57Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,8d07ea1f-b4c4-4106-a60d-413f0cd163f1
711,2025-10-18,13:36:24,4,1,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Adams, Tyler",4000002,Left,OPP_VAL,Undefined,5,Top,2,0,0,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,83.59,0.38,-1.52,1548.31,254.7,2:29,5.59,2.48,6.43,-38.98,4.13,20.32,2.05,-0.96,75.22,-3.6,0.08,0.45,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,0fe4c2b4-357b-4d5f-8e39-685afbe4c3de,82.02,,,8.37,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:36:24,2025-10-18T13:36:24,2025-10-18T20:36:24Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,3fde07c9-7f6a-42d5-b766-a033e06fe773
712,2025-10-18,13:36:46,4,2,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Adams, Tyler",4000002,Left,OPP_VAL,Undefined,5,Top,2,0,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.87,-0.14,-0.95,2083.41,216.8,1:13,5.57,2.45,6.27,-27.37,12.27,17.71,1.35,-0.56,80.79,-5.06,1.23,0.47,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,93b231e0-5f1f-49ec-a613-3ae889bc5d1f,86.04,,,7.08,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:36:46,2025-10-18T13:36:46,2025-10-18T20:36:46Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,56e93e74-3aaa-4da1-a296-c97b439608d1
713,2025-10-18,13:37:06,4,3,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Adams, Tyler",4000002,Left,OPP_VAL,Undefined,5,Top,2,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.0,-2.6,0.24,2546.85,63.26,8:06,5.42,2.42,6.31,-48.17,0.2,-14.83,3.29,-0.33,71.01,-5.89,-0.18,0.5,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,86126544-1dc1-4d45-9edb-6c922c795ca9,76.56,,,7.99,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:37:06,2025-10-18T13:37:06,2025-10-18T20:37:06Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,dcd910d5-4c03-48bf-9087-04b82d397bfc
714,2025-10-18,13:37:40,4,4,"Nakamura, Kenji",2000003,Right,MOC_SAN,"Adams, Tyler",4000002,Left,OPP_VAL,Undefined,5,Top,2,2,1,Sinker,Sinker,InPlay,Undefined,FlyBall,Sacrifice,1,0,,88.22,-4.42,-0.95,2124.92,219.0,1:18,5.5,2.54,6.49,-30.21,6.92,19.89,3.28,0.13,79.9,-4.04,-2.13,0.47,80.61,29.96,-33.45,3031.3,,,,190.89,190.89,-19.92,4.14,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,ce3a1817-511f-4306-b5e1-da5a53d44ed6,86.19,15.271199999999999,,8.32,,,,0.09,2.14,3.31,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:37:40,2025-10-18T13:37:40,2025-10-18T20:37:40Z,FlyBall,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,f153cdfa-83ea-4dcb-9ff7-2b117b3921ba
715,2025-10-18,13:37:55,1,1,"Kim, Daniel",2000013,Right,MOC_SAN,"Adams, Tyler",4000002,Left,OPP_VAL,Undefined,6,Top,0,0,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,HomeRun,0,1,,88.79,0.23,-1.68,2116.21,219.24,1:18,5.6,1.7,6.02,-21.42,19.07,11.2,1.74,-0.29,79.55,-7.61,-1.27,0.48,88.23,32.76,-40.02,1794.83,,,,367.68,367.68,-41.01,0.3,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,993bd07b-9e84-400c-98b7-ba0aeb308edf,86.87,29.4144,,9.24,,,,-0.32,2.29,1.8,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:37:55,2025-10-18T13:37:55,2025-10-18T20:37:55Z,FlyBall,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,6d69bd9c-bd94-4d4b-9d84-5b89a9caf775
716,2025-10-18,13:38:13,2,1,"Kim, Daniel",2000013,Right,MOC_SAN,"Price, Damien",4000003,Right,OPP_VAL,Undefined,6,Top,0,0,0,Fastball,Four-Seam,BallIntentional,Undefined,Undefined,Undefined,0,0,,88.57,1.09,-0.88,2178.5,204.86,12:49,5.72,1.58,5.84,-26.53,13.06,12.95,2.32,-0.5,79.49,-7.02,1.45,0.43,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,f661a80c-4859-42c8-bb1b-02f9d14b1c13,87.45,,,9.08,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:38:13,2025-10-18T13:38:13,2025-10-18T20:38:13Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,a920c72f-ee33-4251-98ee-5007fb5e14e9
717,2025-10-18,13:38:46,2,2,"Kim, Daniel",2000013,Right,MOC_SAN,"Price, Damien",4000003,Right,OPP_VAL,Undefined,6,Top,0,1,0,Splitter,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.92,-0.54,-3.31,1359.53,191.85,12:23,5.68,1.91,5.85,-40.74,1.48,7.04,3.8,0.98,72.57,-7.45,-1.86,0.46,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,80b72b22-5123-4597-ac52-636736aa8bcd,79.66,,,9.35,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:38:46,2025-10-18T13:38:46,2025-10-18T20:38:46Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,d2eeb427-969d-4ba3-a049-9d5170677012
718,2025-10-18,13:39:01,2,3,"Kim, Daniel",2000013,Right,MOC_SAN,"Price, Damien",4000003,Right,OPP_VAL,Undefined,6,Top,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.72,-2.11,-3.05,2368.39,213.62,1:07,5.71,1.78,5.94,-16.45,22.15,11.39,1.56,0.8,81.44,-4.79,0.97,0.45,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,2db35116-913f-48fc-abae-4030845849a0,88.51,,,9.28,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:39:01,2025-10-18T13:39:01,2025-10-18T20:39:01Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,964c0eb0-7e2c-41fe-8af1-19e1a0927fcc
719,2025-10-18,13:39:18,2,4,"Kim, Daniel",2000013,Right,MOC_SAN,"Price, Damien",4000003,Right,OPP_VAL,Undefined,6,Top,0,3,0,Splitter,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.44,-1.3,-1.37,1547.06,210.26,1:00,5.75,1.73,6.08,-41.45,3.86,8.78,1.92,0.53,74.28,-4.7,-2.24,0.44,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,0e1ab26c-d0ae-453f-894e-ac60eb898121,81.1,,,8.16,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:39:18,2025-10-18T13:39:18,2025-10-18T20:39:18Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,a51fcce1-6e79-4433-9fc6-08fa499a60f1
720,2025-10-18,13:39:36,2,5,"Kim, Daniel",2000013,Right,MOC_SAN,"Price, Damien",4000003,Right,OPP_VAL,Undefined,6,Top,0,3,1,Splitter,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.27,0.25,-2.54,1373.49,194.35,12:28,5.83,1.74,6.09,-47.4,0.82,7.88,3.16,0.19,70.79,-5.48,-0.19,0.38,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,3c966519-a741-4b08-9453-64e6c7b55b52,78.3,,,8.48,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:39:36,2025-10-18T13:39:36,2025-10-18T20:39:36Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,9cc0045b-99cb-4fc0-9858-8909447d02b1
721,2025-10-18,13:40:01,2,6,"Kim, Daniel",2000013,Right,MOC_SAN,"Price, Damien",4000003,Right,OPP_VAL,Undefined,6,Top,0,3,2,Splitter,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.7,0.31,-3.35,1531.35,206.39,12:52,5.72,1.95,6.06,-42.65,4.32,4.54,3.2,0.08,70.82,-5.98,-1.91,0.44,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,6a39c769-2731-4e04-86eb-6c5622efdd8c,78.01,,,8.88,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:40:01,2025-10-18T13:40:01,2025-10-18T20:40:01Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,50c06c0d-53e4-47bd-a1ed-d2eeeaea0fc7
722,2025-10-18,13:40:24,2,7,"Kim, Daniel",2000013,Right,MOC_SAN,"Price, Damien",4000003,Right,OPP_VAL,Undefined,6,Top,0,3,2,Splitter,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,1,0,,81.08,-1.84,-2.82,1518.98,185.67,12:11,5.61,1.69,5.95,-41.9,5.13,5.9,0.82,-0.48,71.12,-5.71,-1.98,0.44,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,a0a99556-d60f-4877-b254-2e4022fe63a3,79.29,,,9.96,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:40:24,2025-10-18T13:40:24,2025-10-18T20:40:24Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,7c4edd9c-21b8-4f9c-8564-f342d1de0bd8
723,2025-10-18,13:40:44,3,1,"Kim, Daniel",2000013,Right,MOC_SAN,"Banks, Jordan",4000004,Right,OPP_VAL,Undefined,6,Top,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.28,-1.27,-2.46,2527.25,72.57,8:25,5.8,1.73,6.12,-53.08,-3.05,-19.03,1.8,-0.89,69.49,-5.0,0.34,0.46,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,af44ff96-96b9-44dd-b5c6-75101c057712,77.42,,,8.79,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:40:44,2025-10-18T13:40:44,2025-10-18T20:40:44Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,4108d9a3-cccf-444b-a0e1-85dd56325e14
724,2025-10-18,13:41:07,3,2,"Kim, Daniel",2000013,Right,MOC_SAN,"Banks, Jordan",4000004,Right,OPP_VAL,Undefined,6,Top,1,0,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.88,-0.13,-2.62,2293.23,211.08,1:02,5.85,1.86,6.16,-19.3,20.6,9.11,3.09,0.32,80.19,-5.71,-1.05,0.42,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,ae7af19a-3d9e-4fff-9d07-b1a2ee028e15,86.68,,,7.69,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:41:07,2025-10-18T13:41:07,2025-10-18T20:41:07Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,3eb64fe2-76ac-4958-bada-a1f54dd52dcf
725,2025-10-18,13:41:33,3,3,"Kim, Daniel",2000013,Right,MOC_SAN,"Banks, Jordan",4000004,Right,OPP_VAL,Undefined,6,Top,1,0,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,1,0,,78.63,-0.6,-2.99,2595.15,67.62,8:15,5.72,1.82,6.0,-51.49,-7.51,-15.53,3.15,0.33,71.48,-4.09,-2.13,0.46,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,6de9030f-556f-4e35-b2ee-b6838feeb79a,76.68,,,7.15,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:41:33,2025-10-18T13:41:33,2025-10-18T20:41:33Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,9274c1c4-d812-47f4-9bd7-7cf716b37305
726,2025-10-18,13:42:00,4,1,"Kim, Daniel",2000013,Right,MOC_SAN,"Flores, Miguel",4000005,Left,OPP_VAL,Undefined,6,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.85,0.54,-1.55,2295.74,217.1,1:14,5.69,1.82,6.1,-18.43,15.03,10.22,2.52,0.58,80.86,-5.54,-0.62,0.52,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,1dcf406f-c78c-41f0-8ec8-ca2619bccb6d,86.79,,,7.99,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:42:00,2025-10-18T13:42:00,2025-10-18T20:42:00Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,d0725e62-04d0-4a41-bb18-ae44fe5e068b
727,2025-10-18,13:42:19,4,2,"Kim, Daniel",2000013,Right,MOC_SAN,"Flores, Miguel",4000005,Left,OPP_VAL,Undefined,6,Top,2,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.47,0.86,-1.72,2265.65,226.33,1:32,5.66,1.84,6.15,-18.05,17.21,12.97,2.18,-0.09,80.55,-8.67,-1.2,0.44,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,beb23996-b03d-4509-8daa-ea784bd0a056,86.96,,,7.92,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:42:19,2025-10-18T13:42:19,2025-10-18T20:42:19Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,8ba1f4f3-1695-4211-9c45-1900701d2112
728,2025-10-18,13:42:53,4,3,"Kim, Daniel",2000013,Right,MOC_SAN,"Flores, Miguel",4000005,Left,OPP_VAL,Undefined,6,Top,2,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.54,-0.25,-1.67,2364.04,216.13,1:12,5.62,1.94,6.25,-21.06,19.52,10.4,2.47,0.07,81.59,-6.88,-2.54,0.49,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,e9090564-3105-4aef-bf28-f50237eb3733,87.3,,,6.95,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:42:53,2025-10-18T13:42:53,2025-10-18T20:42:53Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,102214ee-ccbd-4cf3-a0d3-2068b372ceed
729,2025-10-18,13:43:09,4,4,"Kim, Daniel",2000013,Right,MOC_SAN,"Flores, Miguel",4000005,Left,OPP_VAL,Undefined,6,Top,2,2,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,87.03,-3.0,-0.43,2227.84,210.12,1:00,5.65,1.7,6.18,-17.66,18.47,10.71,2.64,-0.13,78.71,-6.65,-0.77,0.44,81.55,-8.98,16.05,,,,,70.93,70.93,11.95,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,51ad0731-78c2-4d99-913c-618a18137952,85.12,,,8.32,,,,-0.08,2.73,2.53,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:43:09,2025-10-18T13:43:09,2025-10-18T20:43:09Z,GroundBall,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,79ca2687-0e90-42e8-8f85-24b9e511dc4d
730,2025-10-18,13:43:25,1,1,"Kim, Daniel",2000013,Right,MOC_SAN,"Flores, Miguel",4000005,Left,OPP_VAL,Undefined,7,Top,0,0,0,Splitter,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.46,-3.6,-0.9,1353.8,182.45,12:04,5.68,1.8,5.98,-38.55,2.99,4.93,3.4,-0.04,73.54,-6.86,0.38,0.47,,,,,,,,,,,,,,,50,,,,,,,,MOC_SAN,OPP_VAL,MockField,JUCO,NJCAA,20251018-MockField-1,274965e9-6292-4571-b494-519eb4a4ee42,78.58,,,6.92,,,,,,,87218952-a200-4a07-a69d-53c316843e31,2025-10-18,20:43:25,2025-10-18T13:43:25,2025-10-18T20:43:25Z,,v3,,,,"Bennett, Cole",3000011,Right,MOC_SAN,41cd7b9c-7b61-49ff-957f-5c622035daf8
